"Title","Website","Address"
"Choking Victim","https://www.cifras.com.br/choking-victim","https://www.e-chords.com/t/f2.gif"
"Chrigor","https://www.cifras.com.br/chrigor","https://www.e-chords.com/t/f1.gif"
"Chloe Howl","https://www.cifras.com.br/chloe-howl","https://www.e-chords.com/t/f68.gif"
"Chousand","https://www.cifras.com.br/chousand","https://www.e-chords.com/t/f68.gif"
"Choque do Magriça","https://www.cifras.com.br/choque-do-magrica","https://www.e-chords.com/t/f1.gif"
"Chorus Mutantis","https://www.cifras.com.br/chorus-mutantis","https://www.e-chords.com/t/f1.gif"
"Choris the rocking","https://www.cifras.com.br/choris-the-rocking","https://www.e-chords.com/t/f1.gif"
"Chordettes","https://www.cifras.com.br/chordettes","https://www.e-chords.com/t/f10.gif"
"Chris Andrews","https://www.cifras.com.br/chris-andrews","https://www.e-chords.com/t/f2.gif"
"Chithram","https://www.cifras.com.br/chithram","https://www.e-chords.com/t/f68.gif"
"Chitty Chitty Bang Bang","https://www.cifras.com.br/chitty-chitty-bang-bang","https://www.e-chords.com/t/f10.gif"
"Choir","https://www.cifras.com.br/choir","https://www.e-chords.com/t/f68.gif"
"Chora Menino","https://www.cifras.com.br/chora-menino","https://www.e-chords.com/t/f1.gif"
"Chorou Bebel","https://www.cifras.com.br/chorou-bebel","https://www.e-chords.com/t/f1.gif"
"Chitral Somapala","https://www.cifras.com.br/chitral-somapala","https://www.e-chords.com/t/f25.gif"
"Chloe Collins","https://www.cifras.com.br/chloe-collins","https://www.e-chords.com/t/f68.gif"
"Chopin","https://www.cifras.com.br/chopin","https://www.e-chords.com/t/f29.gif"
"Chris And Thomas","https://www.cifras.com.br/chris-and-thomas","https://www.e-chords.com/t/f10.gif"
"Chivi","https://www.cifras.com.br/chivi","https://www.e-chords.com/t/f68.gif"
"Chloe Moriondo","https://www.cifras.com.br/chloe-moriondo","https://www.e-chords.com/t/f68.gif"
"Chloe x Halle","https://www.cifras.com.br/chloe-x-halle","https://www.e-chords.com/t/f68.gif"
"Chlöe Howl","https://www.cifras.com.br/chloe-howl","https://www.e-chords.com/t/f25.gif"
"Chito Zeballos","https://www.cifras.com.br/chito-zeballos","https://www.e-chords.com/t/f68.gif"
"Chopped Up Tulips","https://www.cifras.com.br/chopped-up-tulips","https://www.e-chords.com/t/f68.gif"
"Chopico","https://www.cifras.com.br/chopico","https://www.e-chords.com/t/f68.gif"
"Amaro Neto","https://www.cifras.com.br/amaro-neto","https://www.e-chords.com/t/f1.gif"
"Amatria","https://www.cifras.com.br/amatria","https://www.e-chords.com/t/f68.gif"
"Chris Chameleon","https://www.cifras.com.br/chris-chameleon","https://www.e-chords.com/t/f68.gif"
"Chris Collander","https://www.cifras.com.br/chris-collander","https://www.e-chords.com/t/f10.gif"
"Chris Daughtry","https://www.cifras.com.br/chris-daughtry","https://www.e-chords.com/t/f10.gif"
"Chris Impelliteri","https://www.cifras.com.br/chris-impelliteri","https://www.e-chords.com/t/f10.gif"
"Chris Farren","https://www.cifras.com.br/chris-farren","https://www.e-chords.com/t/f68.gif"
"Chris Guenther","https://www.cifras.com.br/chris-guenther","https://www.e-chords.com/t/f68.gif"
"Chris Medina","https://www.cifras.com.br/chris-medina","https://www.e-chords.com/t/f10.gif"
"Chris Blue","https://www.cifras.com.br/chris-blue","https://www.e-chords.com/t/f68.gif"
"Chris Connor","https://www.cifras.com.br/chris-connor","https://www.e-chords.com/t/f25.gif"
"Chris Falson","https://www.cifras.com.br/chris-falson","https://www.e-chords.com/t/f10.gif"
"Chris Lane","https://www.cifras.com.br/chris-lane","https://www.e-chords.com/t/f68.gif"
"Chris LeDoux","https://www.cifras.com.br/chris-ledoux","https://www.e-chords.com/t/f10.gif"
"Amaru","https://www.cifras.com.br/amaru","https://www.e-chords.com/t/f42.gif"
"Amateur Transplants","https://www.cifras.com.br/amateur-transplants","https://www.e-chords.com/t/f10.gif"
"Chris Cagle","https://www.cifras.com.br/chris-cagle","https://www.e-chords.com/t/f10.gif"
"Chris Cummings","https://www.cifras.com.br/chris-cummings","https://www.e-chords.com/t/f10.gif"
"Chris D'Afonso","https://www.cifras.com.br/chris-dafonso","https://www.e-chords.com/t/f10.gif"
"Chris de Burgh","https://www.cifras.com.br/chris-de-burgh","https://www.e-chords.com/t/f28.gif"
"Chris Bathgate","https://www.cifras.com.br/chris-bathgate","https://www.e-chords.com/t/f10.gif"
"Chris Carder","https://www.cifras.com.br/chris-carder","https://www.e-chords.com/t/f10.gif"
"Chris Christensen","https://www.cifras.com.br/chris-christensen","https://www.e-chords.com/t/f10.gif"
"Chris Knight","https://www.cifras.com.br/chris-knight","https://www.e-chords.com/t/f10.gif"
"Chris Clouse","https://www.cifras.com.br/chris-clouse","https://www.e-chords.com/t/f68.gif"
"Chris Lizotte","https://www.cifras.com.br/chris-lizotte","https://www.e-chords.com/t/f25.gif"
"Chris McClarney","https://www.cifras.com.br/chris-mcclarney","https://www.e-chords.com/t/f10.gif"
"Chris Norman","https://www.cifras.com.br/chris-norman","https://www.e-chords.com/t/f2.gif"
"Chris Garneau","https://www.cifras.com.br/chris-garneau","https://www.e-chords.com/t/f25.gif"
"Chris Helme","https://www.cifras.com.br/chris-helme","https://www.e-chords.com/t/f68.gif"
"Chris Janson","https://www.cifras.com.br/chris-janson","https://www.e-chords.com/t/f10.gif"
"Amatory","https://www.cifras.com.br/amatory","https://www.e-chords.com/t/f68.gif"
"Chris Bowater","https://www.cifras.com.br/chris-bowater","https://www.e-chords.com/t/f10.gif"
"Chris Duarte","https://www.cifras.com.br/chris-duarte","https://www.e-chords.com/t/f10.gif"
"Chris Kläfford","https://www.cifras.com.br/chris-klafford","https://www.e-chords.com/t/f68.gif"
"Chris Bailey","https://www.cifras.com.br/chris-bailey","https://www.e-chords.com/t/f12.gif"
"Chris Fowler","https://www.cifras.com.br/chris-fowler","https://www.e-chords.com/t/f68.gif"
"Chris Hillman","https://www.cifras.com.br/chris-hillman","https://www.e-chords.com/t/f10.gif"
"Chris James","https://www.cifras.com.br/chris-james","https://www.e-chords.com/t/f68.gif"
"Chris Hadfield","https://www.cifras.com.br/chris-hadfield","https://www.e-chords.com/t/f14.gif"
"Chris MC","https://www.cifras.com.br/chris-mc","https://www.e-chords.com/t/f1.gif"
"Chris Cain","https://www.cifras.com.br/chris-cain","https://www.e-chords.com/t/f10.gif"
"Chris Cendana","https://www.cifras.com.br/chris-cendana","https://www.e-chords.com/t/f68.gif"
"Chris Duran","https://www.cifras.com.br/chris-duran","https://www.e-chords.com/t/f1.gif"
"Chris Knox","https://www.cifras.com.br/chris-knox","https://www.e-chords.com/t/f44.gif"
"Chris Ladoux","https://www.cifras.com.br/chris-ladoux","https://www.e-chords.com/t/f10.gif"
"Amason","https://www.cifras.com.br/amason","https://www.e-chords.com/t/f68.gif"
"Chris Brown","https://www.cifras.com.br/chris-brown","https://www.e-chords.com/t/f10.gif"
"Chris Cancela","https://www.cifras.com.br/chris-cancela","https://www.e-chords.com/t/f68.gif"
"Chris Hanel","https://www.cifras.com.br/chris-hanel","https://www.e-chords.com/t/f1.gif"
"Chris Mcgreevy","https://www.cifras.com.br/chris-mcgreevy","https://www.e-chords.com/t/f68.gif"
"Chris Montez","https://www.cifras.com.br/chris-montez","https://www.e-chords.com/t/f10.gif"
"Amasic","https://www.cifras.com.br/amasic","https://www.e-chords.com/t/f10.gif"
"Chris Farlowe","https://www.cifras.com.br/chris-farlowe","https://www.e-chords.com/t/f2.gif"
"Chris August","https://www.cifras.com.br/chris-august","https://www.e-chords.com/t/f10.gif"
"Chris Colle","https://www.cifras.com.br/chris-colle","https://www.e-chords.com/t/f2.gif"
"Chris Eaton","https://www.cifras.com.br/chris-eaton","https://www.e-chords.com/t/f10.gif"
"Chris Murray","https://www.cifras.com.br/chris-murray","https://www.e-chords.com/t/f14.gif"
"Chris Burrows","https://www.cifras.com.br/chris-burrows","https://www.e-chords.com/t/f68.gif"
"Chris Cresswell","https://www.cifras.com.br/chris-cresswell","https://www.e-chords.com/t/f68.gif"
"Chris Dupre","https://www.cifras.com.br/chris-dupre","https://www.e-chords.com/t/f10.gif"
"Chris Isaak","https://www.cifras.com.br/chris-isaak","https://www.e-chords.com/t/f10.gif"
"Chris Janzen Band","https://www.cifras.com.br/chris-janzen-band","https://www.e-chords.com/t/f10.gif"
"Chris Miles","https://www.cifras.com.br/chris-miles","https://www.e-chords.com/t/f68.gif"
"Amas de Casa Rock","https://www.cifras.com.br/amas-de-casa-rock","https://www.e-chords.com/t/f68.gif"
"Chris Cornell","https://www.cifras.com.br/chris-cornell","https://www.e-chords.com/t/f2.gif"
"Chris e Beto","https://www.cifras.com.br/chris-e-beto","https://www.e-chords.com/t/f1.gif"
"Amelia Lily","https://www.cifras.com.br/amelia-lily","https://www.e-chords.com/t/f2.gif"
"Chris Ross","https://www.cifras.com.br/chris-ross","https://www.e-chords.com/t/f12.gif"
"Chris Ryker","https://www.cifras.com.br/chris-ryker","https://www.e-chords.com/t/f68.gif"
"Chris Stapleton","https://www.cifras.com.br/chris-stapleton","https://www.e-chords.com/t/f68.gif"
"Chrissie Hynde","https://www.cifras.com.br/chrissie-hynde","https://www.e-chords.com/t/f68.gif"
"Amazan","https://www.cifras.com.br/amazan","https://www.e-chords.com/t/f1.gif"
"Amazing Rhythm Aces","https://www.cifras.com.br/amazing-rhythm-aces","https://www.e-chords.com/t/f10.gif"
"Amazua Boys","https://www.cifras.com.br/amazua-boys","https://www.e-chords.com/t/f25.gif"
"Amberlife","https://www.cifras.com.br/amberlife","https://www.e-chords.com/t/f2.gif"
"Amel Bent","https://www.cifras.com.br/amel-bent","https://www.e-chords.com/t/f68.gif"
"Amelia Curran","https://www.cifras.com.br/amelia-curran","https://www.e-chords.com/t/f14.gif"
"Chris O'Brien","https://www.cifras.com.br/chris-obrien","https://www.e-chords.com/t/f10.gif"
"Chris Potter","https://www.cifras.com.br/chris-potter","https://www.e-chords.com/t/f68.gif"
"Amber Benson","https://www.cifras.com.br/amber-benson","https://www.e-chords.com/t/f10.gif"
"Ambrósio e Grampulino","https://www.cifras.com.br/ambrosio-e-grampulino","https://www.e-chords.com/t/f1.gif"
"Chris Reyvan","https://www.cifras.com.br/chris-reyvan","https://www.e-chords.com/t/f68.gif"
"Chris Sant'anna","https://www.cifras.com.br/chris-santanna","https://www.e-chords.com/t/f1.gif"
"Chris Staples","https://www.cifras.com.br/chris-staples","https://www.e-chords.com/t/f68.gif"
"Chris Wood","https://www.cifras.com.br/chris-wood","https://www.e-chords.com/t/f68.gif"
"Amaury e César Rey","https://www.cifras.com.br/amaury-e-cesar-rey","https://www.e-chords.com/t/f1.gif"
"Amazon","https://www.cifras.com.br/amazon","https://www.e-chords.com/t/f25.gif"
"Amazonita","https://www.cifras.com.br/amazonita","https://www.e-chords.com/t/f1.gif"
"Ambeon","https://www.cifras.com.br/ambeon","https://www.e-chords.com/t/f68.gif"
"Amber Brooks","https://www.cifras.com.br/amber-brooks","https://www.e-chords.com/t/f10.gif"
"Chris Trapper","https://www.cifras.com.br/chris-trapper","https://www.e-chords.com/t/f10.gif"
"Amaya Hermanos","https://www.cifras.com.br/amaya-hermanos","https://www.e-chords.com/t/f68.gif"
"Ambra","https://www.cifras.com.br/ambra","https://www.e-chords.com/t/f68.gif"
"Amebix","https://www.cifras.com.br/amebix","https://www.e-chords.com/t/f2.gif"
"Amelinha","https://www.cifras.com.br/amelinha","https://www.e-chords.com/t/f1.gif"
"Chris Rice","https://www.cifras.com.br/chris-rice","https://www.e-chords.com/t/f10.gif"
"Chris Rodríguez","https://www.cifras.com.br/chris-rodriguez","https://www.e-chords.com/t/f68.gif"
"Chris Rolinson","https://www.cifras.com.br/chris-rolinson","https://www.e-chords.com/t/f10.gif"
"Chris Telésforo","https://www.cifras.com.br/chris-telesforo","https://www.e-chords.com/t/f1.gif"
"Amber","https://www.cifras.com.br/amber","https://www.e-chords.com/t/f68.gif"
"Chris Ramos","https://www.cifras.com.br/chris-ramos","https://www.e-chords.com/t/f68.gif"
"Chris Reyes","https://www.cifras.com.br/chris-reyes","https://www.e-chords.com/t/f1.gif"
"Christa Foote","https://www.cifras.com.br/christa-foote","https://www.e-chords.com/t/f68.gif"
"Chris Richards","https://www.cifras.com.br/chris-richards","https://www.e-chords.com/t/f10.gif"
"Amber Riley","https://www.cifras.com.br/amber-riley","https://www.e-chords.com/t/f68.gif"
"Chris Thile","https://www.cifras.com.br/chris-thile","https://www.e-chords.com/t/f10.gif"
"Chris Thile And Michael Daves","https://www.cifras.com.br/chris-thile-and-michael-daves","https://www.e-chords.com/t/f68.gif"
"Chris Wallace","https://www.cifras.com.br/chris-wallace","https://www.e-chords.com/t/f10.gif"
"Chris Young","https://www.cifras.com.br/chris-young","https://www.e-chords.com/t/f10.gif"
"Amaury Perez","https://www.cifras.com.br/amaury-perez","https://www.e-chords.com/t/f16.gif"
"Chris Perez","https://www.cifras.com.br/chris-perez","https://www.e-chords.com/t/f10.gif"
"Amelie Himmelricht","https://www.cifras.com.br/amelie-himmelricht","https://www.e-chords.com/t/f7.gif"
"Chris Quilala","https://www.cifras.com.br/chris-quilala","https://www.e-chords.com/t/f68.gif"
"Chris Whitley","https://www.cifras.com.br/chris-whitley","https://www.e-chords.com/t/f68.gif"
"Denis Jesus","https://www.cifras.com.br/denis-jesus","https://www.e-chords.com/t/f1.gif"
"Amelina Chaves","https://www.cifras.com.br/amelina-chaves","https://www.e-chords.com/t/f1.gif"
"Chris Smither","https://www.cifras.com.br/chris-smither","https://www.e-chords.com/t/f68.gif"
"Amber Dotson","https://www.cifras.com.br/amber-dotson","https://www.e-chords.com/t/f10.gif"
"Amber Pacific","https://www.cifras.com.br/amber-pacific","https://www.e-chords.com/t/f10.gif"
"Chris Robinson Brotherhood","https://www.cifras.com.br/chris-robinson-brotherhood","https://www.e-chords.com/t/f68.gif"
"Chris Scruggs","https://www.cifras.com.br/chris-scruggs","https://www.e-chords.com/t/f68.gif"
"Chris Sligh","https://www.cifras.com.br/chris-sligh","https://www.e-chords.com/t/f10.gif"
"Amauri Junior","https://www.cifras.com.br/amauri-junior","https://www.e-chords.com/t/f1.gif"
"Amaury Fontenele","https://www.cifras.com.br/amaury-fontenele","https://www.e-chords.com/t/f1.gif"
"Amazarashi","https://www.cifras.com.br/amazarashi","https://www.e-chords.com/t/f68.gif"
"Ameba","https://www.cifras.com.br/ameba","https://www.e-chords.com/t/f6.gif"
"Chris Parker","https://www.cifras.com.br/chris-parker","https://www.e-chords.com/t/f6.gif"
"Chris Tomlin","https://www.cifras.com.br/chris-tomlin","https://www.e-chords.com/t/f10.gif"
"Amber Coffman","https://www.cifras.com.br/amber-coffman","https://www.e-chords.com/t/f68.gif"
"Ambiorix Padilla","https://www.cifras.com.br/ambiorix-padilla","https://www.e-chords.com/t/f1.gif"
"Amboe","https://www.cifras.com.br/amboe","https://www.e-chords.com/t/f1.gif"
"Chris Syler","https://www.cifras.com.br/chris-syler","https://www.e-chords.com/t/f68.gif"
"Amaury Gutiérrez","https://www.cifras.com.br/amaury-gutierrez","https://www.e-chords.com/t/f16.gif"
"Ambondrona","https://www.cifras.com.br/ambondrona","https://www.e-chords.com/t/f68.gif"
"Chris Orr Band","https://www.cifras.com.br/chris-orr-band","https://www.e-chords.com/t/f68.gif"
"Chris Pureka","https://www.cifras.com.br/chris-pureka","https://www.e-chords.com/t/f68.gif"
"Chris White","https://www.cifras.com.br/chris-white","https://www.e-chords.com/t/f68.gif"
"Christa Black Brian Johnson And Jeremy Riddle","https://www.cifras.com.br/christa-black-brian-johnson-and-jeremy-riddle","https://www.e-chords.com/t/f68.gif"
"Amaury Moreira","https://www.cifras.com.br/amaury-moreira","https://www.e-chords.com/t/f1.gif"
"Amber Rubarth","https://www.cifras.com.br/amber-rubarth","https://www.e-chords.com/t/f68.gif"
"Chris Wall","https://www.cifras.com.br/chris-wall","https://www.e-chords.com/t/f10.gif"
"Amber Run","https://www.cifras.com.br/amber-run","https://www.e-chords.com/t/f68.gif"
"Amber Van Day","https://www.cifras.com.br/amber-van-day","https://www.e-chords.com/t/f10.gif"
"Ambrosia","https://www.cifras.com.br/ambrosia","https://www.e-chords.com/t/f10.gif"
"Chris Pontius","https://www.cifras.com.br/chris-pontius","https://www.e-chords.com/t/f68.gif"
"Chris Rea","https://www.cifras.com.br/chris-rea","https://www.e-chords.com/t/f10.gif"
"Chris Renzema","https://www.cifras.com.br/chris-renzema","https://www.e-chords.com/t/f68.gif"
"Amazulu","https://www.cifras.com.br/amazulu","https://www.e-chords.com/t/f68.gif"
"Amelia Vega","https://www.cifras.com.br/amelia-vega","https://www.e-chords.com/t/f1.gif"
"Chris Paulson","https://www.cifras.com.br/chris-paulson","https://www.e-chords.com/t/f10.gif"
"Chris Robinson","https://www.cifras.com.br/chris-robinson","https://www.e-chords.com/t/f10.gif"
"Amber Lawrence","https://www.cifras.com.br/amber-lawrence","https://www.e-chords.com/t/f68.gif"
"Chris tomlin / Passion","https://www.cifras.com.br/chris-tomlin-passion","https://www.e-chords.com/t/f10.gif"
"Chris Rene","https://www.cifras.com.br/chris-rene","https://www.e-chords.com/t/f10.gif"
"Chris Thompson","https://www.cifras.com.br/chris-thompson","https://www.e-chords.com/t/f10.gif"
"Chris Wolff","https://www.cifras.com.br/chris-wolff","https://www.e-chords.com/t/f27.gif"
"Christ For The Nations","https://www.cifras.com.br/christ-for-the-nations","https://www.e-chords.com/t/f10.gif"
"Christafari","https://www.cifras.com.br/christafari-","https://www.e-chords.com/t/f10.gif"
"Amely","https://www.cifras.com.br/amely","https://www.e-chords.com/t/f10.gif"
"American Hi-Fi","https://www.cifras.com.br/american-hi-fi","https://www.e-chords.com/t/f2.gif"
"American Opera","https://www.cifras.com.br/american-opera","https://www.e-chords.com/t/f68.gif"
"Americo","https://www.cifras.com.br/americo","https://www.e-chords.com/t/f25.gif"
"America Pop","https://www.cifras.com.br/america-pop","https://www.e-chords.com/t/f22.gif"
"Christel Alsos","https://www.cifras.com.br/christel-alsos","https://www.e-chords.com/t/f68.gif"
"Christian & Elias","https://www.cifras.com.br/christian-elias","https://www.e-chords.com/t/f1.gif"
"Denis Richard","https://www.cifras.com.br/denis-richard","https://www.e-chords.com/t/f68.gif"
"American Pleasure Club","https://www.cifras.com.br/american-pleasure-club","https://www.e-chords.com/t/f68.gif"
"Christan e Cristiano","https://www.cifras.com.br/christan-e-cristiano","https://www.e-chords.com/t/f1.gif"
"Christian IURD","https://www.cifras.com.br/christian-iurd","https://www.e-chords.com/t/f1.gif"
"Christian Santos","https://www.cifras.com.br/christian-santos","https://www.e-chords.com/t/f1.gif"
"American Young","https://www.cifras.com.br/american-young","https://www.e-chords.com/t/f68.gif"
"Christi Vúlnera","https://www.cifras.com.br/christi-vulnera","https://www.e-chords.com/t/f1.gif"
"Christian Akridge","https://www.cifras.com.br/christian-akridge","https://www.e-chords.com/t/f68.gif"
"Christian Kane","https://www.cifras.com.br/christian-kane","https://www.e-chords.com/t/f10.gif"
"Amelita Baltar","https://www.cifras.com.br/amelita-baltar","https://www.e-chords.com/t/f68.gif"
"American Aquarium","https://www.cifras.com.br/american-aquarium","https://www.e-chords.com/t/f10.gif"
"American Folk Song","https://www.cifras.com.br/american-folk-song","https://www.e-chords.com/t/f10.gif"
"Christian Leonardo","https://www.cifras.com.br/christian-leonardo","https://www.e-chords.com/t/f1.gif"
"American Elm","https://www.cifras.com.br/american-elm","https://www.e-chords.com/t/f10.gif"
"American Football","https://www.cifras.com.br/american-football","https://www.e-chords.com/t/f10.gif"
"Christian Castro","https://www.cifras.com.br/christian-castro","https://www.e-chords.com/t/f1.gif"
"Christian Kjellvander","https://www.cifras.com.br/christian-kjellvander","https://www.e-chords.com/t/f68.gif"
"Christian Meier","https://www.cifras.com.br/christian-meier","https://www.e-chords.com/t/f1.gif"
"Christian Steiffen","https://www.cifras.com.br/christian-steiffen","https://www.e-chords.com/t/f68.gif"
"Christian Brøns and Isaksson","https://www.cifras.com.br/christian-br%C3%B8ns-and-isaksson","https://www.e-chords.com/t/f10.gif"
"Christian Araujo","https://www.cifras.com.br/christian-araujo","https://www.e-chords.com/t/f1.gif"
"Christian Daniel","https://www.cifras.com.br/christian-daniel","https://www.e-chords.com/t/f1.gif"
"Amen","https://www.cifras.com.br/amen","https://www.e-chords.com/t/f22.gif"
"American Sneakers","https://www.cifras.com.br/american-sneakers","https://www.e-chords.com/t/f68.gif"
"Christian Tjandrawinata","https://www.cifras.com.br/christian-tjandrawinata","https://www.e-chords.com/t/f68.gif"
"America","https://www.cifras.com.br/america","https://www.e-chords.com/t/f10.gif"
"Christian Anders","https://www.cifras.com.br/christian-anders","https://www.e-chords.com/t/f68.gif"
"Christian Costa","https://www.cifras.com.br/christian-costa","https://www.e-chords.com/t/f1.gif"
"Christian Leave","https://www.cifras.com.br/christian-leave","https://www.e-chords.com/t/f68.gif"
"Christian Verwoerd","https://www.cifras.com.br/christian-verwoerd","https://www.e-chords.com/t/f68.gif"
"American Head Charge","https://www.cifras.com.br/american-head-charge","https://www.e-chords.com/t/f68.gif"
"American Music Club","https://www.cifras.com.br/american-music-club","https://www.e-chords.com/t/f10.gif"
"America's Favorite Mustard","https://www.cifras.com.br/americas-favorite-mustard","https://www.e-chords.com/t/f10.gif"
"Christian e Cristiano","https://www.cifras.com.br/christian-e-cristiano","https://www.e-chords.com/t/f1.gif"
"Denis Paraiba","https://www.cifras.com.br/denis-paraiba","https://www.e-chords.com/t/f68.gif"
"Amenra","https://www.cifras.com.br/amenra","https://www.e-chords.com/t/f47.gif"
"América Sierra","https://www.cifras.com.br/america-sierra","https://www.e-chords.com/t/f1.gif"
"Christian French","https://www.cifras.com.br/christian-french","https://www.e-chords.com/t/f68.gif"
"Christian Nodal","https://www.cifras.com.br/christian-nodal","https://www.e-chords.com/t/f68.gif"
"Christian Glorioso","https://www.cifras.com.br/christian-glorioso","https://www.e-chords.com/t/f68.gif"
"Amen Jr","https://www.cifras.com.br/amen-jr","https://www.e-chords.com/t/f1.gif"
"Americana Adoração","https://www.cifras.com.br/americana-adoracao","https://www.e-chords.com/t/f1.gif"
"Christian Burrows","https://www.cifras.com.br/christian-burrows","https://www.e-chords.com/t/f68.gif"
"Christian Hymm","https://www.cifras.com.br/christian-hymm","https://www.e-chords.com/t/f10.gif"
"Christian Moraes e Talasi","https://www.cifras.com.br/christian-moraes-e-talasi","https://www.e-chords.com/t/f1.gif"
"Christian Alejandro","https://www.cifras.com.br/christian-alejandro","https://www.e-chords.com/t/f68.gif"
"Christian Death","https://www.cifras.com.br/christian-death","https://www.e-chords.com/t/f10.gif"
"Christian Ingebrigtsen","https://www.cifras.com.br/christian-ingebrigtsen","https://www.e-chords.com/t/f68.gif"
"Christian john","https://www.cifras.com.br/christian-john","https://www.e-chords.com/t/f1.gif"
"Christian A. Marqs","https://www.cifras.com.br/christian-a-marqs","https://www.e-chords.com/t/f1.gif"
"Christian Bautista","https://www.cifras.com.br/christian-bautista","https://www.e-chords.com/t/f38.gif"
"Christian Cintra","https://www.cifras.com.br/christian-cintra","https://www.e-chords.com/t/f68.gif"
"Christian Souza","https://www.cifras.com.br/christian-souza","https://www.e-chords.com/t/f1.gif"
"American Authors","https://www.cifras.com.br/american-authors","https://www.e-chords.com/t/f10.gif"
"Americania","https://www.cifras.com.br/americania","https://www.e-chords.com/t/f68.gif"
"American Standards","https://www.cifras.com.br/american-standards","https://www.e-chords.com/t/f68.gif"
